frequency,voltages
995.0,5.84012e-06
1995.0,7.083674e-07
2995.0,8.698136000000001e-07
3995.0,1.3648616e-07
4995.0,6.648283e-07
5995.0,3.0952680000000003e-07
6995.0,4.2515089999999995e-07
7995.0,8.017327999999999e-07
8995.0,2.3008449999999997e-07
9995.0,4.1504579999999996e-07
10000.0,1.8659140000000003e-07
20000.0,2.556034e-07
30000.0,1.6042119999999996e-07
40000.0,1.7606749999999999e-06
