frequency,voltages
995.0,6.587941e-06
1995.0,1.0626459000000003e-06
2995.0,6.909987e-07
3995.0,3.3755957999999997e-07
4995.0,5.324397000000001e-07
5995.0,2.4987524e-07
6995.0,2.7120266e-07
7995.0,3.4654724999999997e-07
8995.0,1.3602041999999998e-07
9995.0,1.02492582e-07
10000.0,1.1785953000000001e-07
20000.0,1.4826733000000005e-07
30000.0,1.959512e-07
40000.0,5.960503e-07
50000.0,2.9504459999999997e-06
